Location,Price,Type of House,Land Area,Bedrooms,Toilets,Total Floors,Main Door Direction,Balcony Direction,Legal Documents,fingerprint
"Phường 12, Quận 10",11.5,"Nhà hẻm, ngõ",65.0,5.0,5.0,,,,Giấy tờ hợp lệ,b384fb0aa1f7aadd9991299808d8bbe3
"Phường Bến Thành, Quận 1",22.5,Nhà mặt tiền,81.0,6.0,6.0,4.0,,,Giấy tờ hợp lệ,9d20b6e5884fda2f318b2fe9bcaa5214
"Phường 12, Quận 10",17.99,"Nhà hẻm, ngõ",108.0,4.0,4.0,4.0,,,Sổ hồng,b571345a6e86b6830d01b3fbbfefe730
"Phường 12, Quận 10",14.2,"Nhà hẻm, ngõ",70.0,,,,,,Giấy tờ hợp lệ,97f85f5925df7754687c7335672e1765
"Phường 1, Quận 10",6.5,"Nhà hẻm, ngõ",51.0,2.0,2.0,2.0,,,Sổ hồng,53131097b644c596af1fdd7811833e8a
"Phường 6, Quận 10",13.3,Nhà mặt tiền,50.0,4.0,5.0,,,,Giấy tờ hợp lệ,9b0aa46d7598e759874bfddba01b210c
"Phường Phú Thọ Hòa, Quận Tân Phú",6.8,Nhà mặt tiền,78.0,2.0,2.0,2.0,,,Sổ hồng,de753bfc3a62a561896566fdd634c505
"Phường 14, Quận 10",11.0,"Nhà hẻm, ngõ",60.0,4.0,5.0,,,,Sổ hồng,68bf6f1a84ac5b5f7be774253d558219
"Phường 3, Quận 3",23.5,"Nhà hẻm, ngõ",140.0,5.0,6.0,,,,Giấy tờ hợp lệ,71e3e6326e4c16104fbb7f357ff57c0f
"Phường 24, Quận Bình Thạnh",0.96,"Nhà hẻm, ngõ",54.8,3.0,2.0,,,,Sổ hồng,60cee8744d3727dfd067218c81685662
"Phường 13, Quận Phú Nhuận",21.5,Nhà mặt tiền,76.0,5.0,5.0,3.0,,,Sổ hồng,bb79fa89862ca97d575b30287d6879de
"Phường Cô Giang, Quận 1",7.3,"Nhà hẻm, ngõ",52.0,,2.0,2.0,,Tây Bắc,Sổ hồng,1ed9486593f881d95807765f68eb853e
"TP. Thủ Đức - Quận 9, TP.HCM",4.8,"Đất dự án, Khu dân cư",190.0,,,,Tây,,Hợp đồng mua bán,b6f7c77903c3f31e4d849544fade3e2a
"Phường 5, Quận 8",0.92,"Nhà hẻm, ngõ",61.2,3.0,2.0,,,,Sổ hồng,9e1cebe5508d9ea0b6c519925cf20f7a
"Phường 11, Quận Gò Vấp",12.0,"Nhà hẻm, ngõ",66.0,6.0,7.0,5.0,,,Sổ hồng,0d0c0a324d393de57c63b49b4a41b51f
"Phường 3, Quận 8",3.98,"Nhà hẻm, ngõ",40.0,2.0,1.0,1.0,,,Sổ hồng,90cf8309bc4f18e61b46613ec27c87e8
"Phường 1, Quận 8",8.5,Nhà mặt tiền,68.0,2.0,2.0,,,,Sổ hồng,a62c919e5a1555da2fe0ba1edc796289
"Phường Trường Thạnh, TP. Thủ Đức - Quận 9",16.0,Nhà mặt tiền,98.7,6.0,5.0,4.0,Đông Nam,Đông Nam,Sổ hồng,db448e383b2a4ee338b4882b06c59f3e
"Phường 2, Quận 8",4.35,"Nhà hẻm, ngõ",46.0,4.0,3.0,2.0,,,Sổ hồng,262e32465a5c963872e8f28ba44d8f85
"Phường 9, Quận 8",3.88,"Nhà hẻm, ngõ",30.0,3.0,2.0,2.0,,,Sổ hồng,d086cbe613e9295583caf2c20380c166
"Phường 5, Quận 8",4.99,"Nhà hẻm, ngõ",44.0,2.0,2.0,1.0,,,Sổ hồng,d80b48b71ce82073001662dd975f7bfc
"Phường 9, Quận 8",2.8,"Nhà hẻm, ngõ",18.0,3.0,3.0,3.0,,,Sổ hồng,e978a36a800291f15794715a6fe5e97c
"Phường 9, Quận 8",3.3,"Nhà hẻm, ngõ",26.0,2.0,2.0,,,,Sổ hồng,aead15aa2a11793f9f0dc3c479aed4da
"Phường 3, Quận 8",4.88,"Nhà hẻm, ngõ",35.0,2.0,2.0,2.0,,,Sổ hồng,d6de601e78283ed27c79976820e211af
"Phường 5, Quận 8",6.5,"Nhà hẻm, ngõ",80.0,6.0,3.0,2.0,,,Sổ hồng,f76fb2b370213a869d637914bc9ee224
"Phường 12, Quận 8",4.2,"Nhà hẻm, ngõ",43.2,3.0,3.0,1.0,,,Sổ hồng,9fc08d61d7d39bfcb370b9e07cd1cf40
"Phường 4, Quận 8",4.88,"Nhà hẻm, ngõ",35.0,,,1.0,,,Sổ hồng,f1ebc4f510b225a37054c64c13d9a3d5
"Phường 4, Quận Gò Vấp",41.5,Nhà mặt tiền,220.0,4.0,3.0,2.0,,,Sổ hồng,7aaffd31980fbdb03bc93e03bacf2d81
"Phường 2, Quận Tân Bình",16.0,"Nhà hẻm, ngõ",63.0,3.0,3.0,3.0,Nam,Nam,Sổ đỏ,c05acb070c91329c48a1b82acd9a85e3
"Phường Phước Long B, TP. Thủ Đức - Quận 9",2.05,Đất thổ cư,110.0,,,,,,Sổ hồng,f04295537c759e9a6ca1c4e1ac556b5d
"Phường 14, Quận Gò Vấp",6.5,"Nhà hẻm, ngõ",48.0,4.0,4.0,4.0,,,Sổ hồng,074d5237fface2364ccd761699bb4321
"Phường 3, Quận 6",6.5,"Nhà hẻm, ngõ",60.0,3.0,3.0,3.0,,,Sổ hồng,a801dbec44fe4936151cfb3c28739a37
"Phường Phước Long B, TP. Thủ Đức - Quận 9",0.99,"Nhà hẻm, ngõ",63.0,3.0,2.0,,,,Sổ hồng,4a2e94c1d3a6e09dd568b9935b563bbc
"Xã Phạm Văn Hai, Huyện Bình Chánh",10.0,Đất thổ cư,940.0,,,,,,Sổ hồng,6d9900d45e886dc0eda940a1bcad0494
"Phường Thới An, Quận 12",4.5,Nhà mặt tiền,71.0,2.0,2.0,2.0,Tây Nam,Tây Nam,Sổ hồng,4ce33f63836945e6e4ba52eb8d3b7136
"Phường Tân Phong, Quận 7",3.9,"Nhà hẻm, ngõ",56.0,4.0,4.0,2.0,,,Sổ hồng,5b97c511cceabeb0d9581754745e28d9
"Xã An Phú Tây, Huyện Bình Chánh",2.5,Nhà mặt tiền,80.0,3.0,3.0,1.0,,,Sổ hồng,4834ecda8d9d3c6acccf52f82226c002
"Phường Tân Thới Hòa, Quận Tân Phú",11.0,"Nhà hẻm, ngõ",112.0,4.0,5.0,3.0,,,Sổ hồng,06088bb3b0186f952f940f619f63855f
"Phường 5, Quận 10",2.97,"Nhà hẻm, ngõ",57.0,4.0,4.0,,,,Sổ hồng,103649aa32cff2ac69d6fe27f3d15ed0
"Phường 9, Quận 11",2.95,"Nhà hẻm, ngõ",56.0,3.0,4.0,,,,Sổ hồng,694cb6dcbebbeb6b9e97dba74bcb02ac
"Phường 8, Quận Gò Vấp",5.7,"Nhà hẻm, ngõ",41.0,5.0,6.0,3.0,Đông Bắc,Đông Bắc,Sổ hồng,e19b861f771f37d6e2caeb8341de9b2f
"Phường 5, Quận Gò Vấp",5.5,"Nhà hẻm, ngõ",40.8,3.0,3.0,3.0,Đông Bắc,Đông Bắc,Sổ hồng,52a94b80c572426a0399de2aecd0adad
"Phường 7, Quận Gò Vấp",6.95,"Nhà hẻm, ngõ",36.8,4.0,4.0,,Đông,Đông,Sổ hồng,9af1ceaeee095fc4e9fe9e6686bb6e23
"Phường Tân Thuận Đông, Quận 7",2.6,"Nhà hẻm, ngõ",44.0,3.0,3.0,3.0,,,Sổ hồng,07241d0898d423ad80568105acb660a3
"Phường 5, Quận Bình Thạnh",2.65,"Nhà hẻm, ngõ",44.0,2.0,3.0,1.0,,,Sổ hồng,cc04999b6d43c55192ca1dfd37c9db94
"Thị Trấn Hóc Môn, Huyện Hóc Môn",4.7,Đất thổ cư,92.1,,,,Đông,,Sổ hồng,6f4bcafa421eeee9d58c0ccea8825018
"Phường Long Bình, TP. Thủ Đức - Quận 9",0.99,"Nhà hẻm, ngõ",62.0,3.0,3.0,1.0,,,Sổ hồng,690be837083b342a489646f8736355a9
"Phường 11, Quận 8",0.89,"Nhà hẻm, ngõ",62.0,3.0,3.0,1.0,,,Sổ hồng,9ec4cc3cd5ca4085f0cff2c37ef770f8
"Phường Tân Thuận Tây, Quận 7",0.967,"Nhà hẻm, ngõ",65.0,3.0,3.0,1.0,,,Sổ hồng,5901c4df2edbbc6a90c99a6494349cd2
"Phường 4, Quận Tân Bình",1.21,"Nhà hẻm, ngõ",59.0,3.0,3.0,1.0,,,Sổ hồng,8754cc6dfcf4bfea22b842bc7dd6483f
"Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9",0.88,"Nhà hẻm, ngõ",67.0,3.0,3.0,1.0,,,Sổ hồng,3043fd602be58abc503c31c3489cce8d
"Phường 8, Quận 11",0.97,"Nhà hẻm, ngõ",60.0,3.0,2.0,1.0,,,Sổ hồng,c3d3a0a299f7e03ff8a836c429309f19
"Phường Phú Thạnh, Quận Tân Phú",0.7,"Nhà hẻm, ngõ",58.0,3.0,2.0,1.0,,,Sổ hồng,1001b560497a0fddb38c1fddcd1ab153
"Phường 16, Quận Gò Vấp",8.5,"Nhà hẻm, ngõ",100.0,3.0,4.0,5.0,,,Sổ hồng,f00fe80e0b7e9904d62e422efe593313
"Phường Tân Sơn Nhì, Quận Tân Phú",0.875,"Nhà hẻm, ngõ",65.0,3.0,3.0,1.0,,,Sổ hồng,a92ee4e4b9f490c245d25c2c859f9039
"Phường Phước Long B, TP. Thủ Đức - Quận 9",0.99,"Nhà hẻm, ngõ",62.0,3.0,3.0,,,,Sổ hồng,bcc50f3556350353420b7287dd7000f6
"Phường 3, Quận 3",9.9,"Nhà hẻm, ngõ",51.0,3.0,3.0,4.0,,,Sổ hồng,22e9d676324674a19c95a26b2f854f37
"Phường 12, Quận Bình Thạnh",1.02,"Nhà hẻm, ngõ",62.0,3.0,3.0,1.0,,,Sổ hồng,032f5159ab6e290da341350b92040f64
"Xã Tân Xuân, Huyện Hóc Môn",0.7,"Nhà hẻm, ngõ",72.0,2.0,2.0,,,,Sổ hồng,fc24f08a8d65ab8d5b70820a3325a2ef
"Phường Thảo Điền, TP. Thủ Đức - Quận 2",0.941,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,,,Sổ hồng,4f64760e7859f80cd29894a71a1de792
"Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức",4.5,"Nhà hẻm, ngõ",68.0,,,,,,Sổ hồng,e68cbffdc91e16b33d6073ee66971ac4
"Phường 5, Quận Gò Vấp",3.95,"Nhà hẻm, ngõ",58.0,4.0,4.0,3.0,,,Sổ hồng,b88e4c96e00cf0e064db22c595fbb901
"Phường Hiệp Phú, TP. Thủ Đức - Quận 9",1.07,"Nhà hẻm, ngõ",59.0,4.0,3.0,2.0,,,Sổ hồng,cecd6a0fd836082248b8b65877cb9764
"Phường Thảo Điền, TP. Thủ Đức - Quận 2",1.39,Nhà mặt tiền,65.0,4.0,3.0,,,,Sổ hồng,c7038fc1558f69f252e3895e3353cbc1
"Phường 4, Quận 8",0.94,"Nhà hẻm, ngõ",55.0,4.0,2.0,2.0,,,Sổ hồng,7cb56fdb892e2cf9e353c264c7998ede
"Phường Tân Thuận Đông, Quận 7",0.915,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,,,Sổ hồng,ff1a4643281f85e3492776d176e50dc7
"Phường Phước Bình, TP. Thủ Đức - Quận 9",0.99,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,,,Sổ hồng,1a8fe7b9687588b0cad3e0cc7eaa1d5b
"Phường 10, Quận Gò Vấp",0.955,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,,,Sổ hồng,045f0f536df0be79c14ba6c6ff5a6bfb
"Phường 19, Quận Bình Thạnh",1.25,"Nhà hẻm, ngõ",55.0,4.0,3.0,2.0,,,Sổ hồng,04f3912a8de6faaedaf99c235501eb94
"Phường An Phú, TP. Thủ Đức - Quận 2",0.973,"Nhà hẻm, ngõ",60.0,4.0,3.0,2.0,,,Sổ hồng,71ac9a0d4909d4e9bd7f1d9790362087
"Phường 3, Quận Bình Thạnh",4.25,"Nhà hẻm, ngõ",65.0,,,,,,Sổ hồng,311a169362c096b7daabbec8fca71b8b
"Phường Thới An, Quận 12",4.5,Nhà mặt tiền,72.0,3.0,2.0,2.0,Tây Nam,,Sổ hồng,2864704c63f09a9b983bd8fded90fc18
"Xã Phước Thạnh, Huyện Củ Chi",0.8,Nhà mặt tiền,160.0,,,,,,Sổ hồng,78f25b09e8133274647acafa493ef77a
"Phường Phú Hữu, TP. Thủ Đức - Quận 9",6.4,"Đất dự án, Khu dân cư",100.0,,,,Tây Bắc,,Sổ đỏ,e753f1cc1584962d81775bcbb5529abc
"Xã Tân Phú Trung, Huyện Củ Chi",0.62,"Nhà hẻm, ngõ",117.0,2.0,,,,,Sổ hồng,67513a35b28155bab1a7a0f2e33c2904
"TP. Thủ Đức - Quận 9, TP.HCM",16.79,"Đất dự án, Khu dân cư",280.0,,,,Đông Nam,,Sổ hồng,0b3b3977f38e2f1d216d6c9a359e0413
"Phường 8, Quận Gò Vấp",1.12,Đất thổ cư,261.0,,,,,,Sổ đỏ,464a94230e84de3eab3673a8369ebc21
"Phường Phú Trung, Quận Tân Phú",2.89,"Nhà hẻm, ngõ",14.1,1.0,2.0,,Tây,Tây,Sổ hồng,2d1963dd79cecee0c73e9c621338d4c9
"Phường 7, Quận Phú Nhuận",2.68,"Nhà hẻm, ngõ",66.0,4.0,4.0,,,,Sổ hồng,0c1aa359a7686d84e1836aa04f8af59b
"Phường 16, Quận 11",2.4,"Nhà hẻm, ngõ",52.0,4.0,4.0,,,,Sổ hồng,47cc1b7a6925e5317a36627cb5053cca
"Phường Phú Thọ Hòa, Quận Tân Phú",2.1,"Nhà hẻm, ngõ",37.2,4.0,3.0,,,,Sổ hồng,9aeaaf715f20e546b5cd0d16ceb732a5
"Phường 7, Quận Bình Thạnh",12.3,Đất thổ cư,130.0,,,,,,Sổ hồng,b51cd71306b1530a730b8501a26017e1
"Phường 2, Quận 3",4.25,"Nhà hẻm, ngõ",60.0,4.0,5.0,3.0,,,Sổ hồng,e0a29af48f28a375735b147cd3e3ef8d
"Xã Tân Thông Hội, Huyện Củ Chi",0.75,Đất thổ cư,232.0,,,,,,Sổ hồng,ed24d749d9acd3fd1034aeb58199544d
"Phường 2, Quận 5",5.5,"Nhà hẻm, ngõ",40.0,4.0,2.0,3.0,,,Sổ hồng,69742969fbcc95001b4f309966c4d1cf
"Phường 16, Quận Gò Vấp",5.7,"Nhà hẻm, ngõ",48.0,4.0,3.0,2.0,,,Sổ hồng,30589e83b944477687bf8aa0d1afebd5
"Xã Tân Thạnh Đông, Huyện Củ Chi",4.0,Đất thổ cư,400.0,,,,,,Sổ hồng,d3ff30ef9be422f1a0f34436a9a99667
"Phường 9, Quận 4",8.3,Nhà mặt tiền,18.0,,,,,,Sổ hồng,81d132cefe0e4d177573c9e88e2d2e70
"Phường 14, Quận Gò Vấp",3.19,"Nhà hẻm, ngõ",24.0,2.0,3.0,3.0,Tây Nam,,Sổ hồng,3889bb16916b61e552e6b45134a4eecf
"Phường Tăng Nhơn Phú B, TP. Thủ Đức - Quận 9",2.4,"Nhà hẻm, ngõ",40.0,2.0,1.0,,,,Sổ đỏ,bc54746562f39431b79e3bbf69ca5f8f
"Phường 2, Quận Bình Thạnh",6.0,"Nhà hẻm, ngõ",43.0,4.0,3.0,3.0,,,Sổ hồng,016ba74b4b1a5aec5bcd97f16c8ae986
"Phường Đông Hưng Thuận, Quận 12",2.4,Đất thổ cư,65.0,,,,,,Sổ hồng,44b1535943f6ff8ec6cc1f344d79008b
"Phường Đông Hưng Thuận, Quận 12",5.6,"Nhà hẻm, ngõ",64.0,5.0,5.0,4.0,,,Sổ hồng,b08a7a677c4ee620dca26245b3d54a82
"Phường Phú Thạnh, Quận Tân Phú",17.5,Nhà mặt tiền,145.0,1.0,1.0,1.0,,,Sổ hồng,843d2449b77b44c89792f01dcd424ca9
"TP. Thủ Đức - Quận 9, TP.HCM",16.0,"Biệt thự, Villa",136.0,4.0,4.0,,Đông Nam,Đông Nam,Sổ hồng,9e4a7534e46b4db153b772a31aaae0a9
"Phường Long Phước, TP. Thủ Đức - Quận 9",1.86,"Đất dự án, Khu dân cư",57.0,,,,,,Sổ hồng,10b2f52b6b08ffd2db5aa057493f642f
"Phường 8, Quận Tân Bình",32.0,Nhà mặt tiền,100.0,9.0,7.0,5.0,Tây,,Sổ đỏ,bc469b94436c524bf9073759e64c2261
"Phường An Lạc, Quận Bình Tân",12.5,Nhà mặt tiền,80.0,4.0,4.0,4.0,Tây,,Sổ đỏ,0388540a9271d79a3aaf223a7b47088e
"Phường 13, Quận 6",25.0,Nhà mặt tiền,125.0,7.0,7.0,7.0,Tây,,Sổ đỏ,c8fda0b94fcc20900d31c61d69644f8f
"Phường Bình Trị Đông B, Quận Bình Tân",10.5,Nhà mặt tiền,80.0,5.0,6.0,4.0,Tây,,Sổ đỏ,6b86f9305391c28456e366c85cf412e9
"Xã Thới Tam Thôn, Huyện Hóc Môn",4.9,Nhà mặt tiền,90.0,2.0,1.0,,,,Sổ hồng,4100025b4e7df9bca84c10beaba765d8
"Xã Thới Tam Thôn, Huyện Hóc Môn",4.0,Đất thổ cư,88.0,,,,,,Sổ hồng,0c9d0ca041c647f050b9e6d53a9b0be5
"Phường 15, Quận Tân Bình",7.85,"Nhà hẻm, ngõ",64.0,4.0,3.0,,,,Sổ hồng,dc91daddfa6dd5d6238bcccfe30f0feb
"Phường 14, Quận Gò Vấp",4.66,"Nhà hẻm, ngõ",42.0,2.0,2.0,1.0,,,Sổ hồng,b0e30de1b167be910e2fa9b6ad74aa13
"Xã Bình Mỹ, Huyện Củ Chi",1.25,"Đất dự án, Khu dân cư",250.0,,,,,,Sổ hồng,548a8683a2b2b8e80fd9b24534e1083a
"Phường 16, Quận Gò Vấp",7.89,"Nhà hẻm, ngõ",74.0,,,3.0,,,Sổ hồng,e91a22d21fccb106fdad205ee60fbb5d
"Phường 8, Quận Tân Bình",1.55,"Nhà hẻm, ngõ",15.0,2.0,,,,,Sổ hồng,b73c4fd8c5598731043aeb2e7ea76ebb
"Phường 5, Quận Tân Bình",6.1,"Nhà hẻm, ngõ",45.0,,,,,,Sổ hồng,5707b002bd0b991e1c01ff4c67eab8f6
"Phường 8, Quận Tân Bình",1.55,"Nhà hẻm, ngõ",15.0,,,,,,Sổ hồng,73036eca0fd5cd580c6daf9d503d2788
"Phường 11, Quận Bình Thạnh",8.0,Nhà mặt tiền,42.0,3.0,3.0,,,,Sổ hồng,9c7596806734a6eb92fd81c0071921ed
"Phường 15, Quận 5",23.5,Nhà mặt tiền,68.0,,,5.0,,,Sổ hồng,275deb78f9cc8e964a953eb44321d2ba
"Phường 2, Quận Phú Nhuận",3.39,"Nhà hẻm, ngõ",56.0,4.0,4.0,,,,Sổ hồng,6852e1e20f64cb34fdbd3f04422d8b6a
"Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức",4.5,"Nhà hẻm, ngõ",113.0,4.0,2.0,2.0,Đông Bắc,Đông Bắc,Sổ hồng,c70114dbef15c215d5210127566571a9
"Xã Tân Kiên, Huyện Bình Chánh",0.98,"Đất dự án, Khu dân cư",80.0,,,,,,Sổ hồng,1e4670ee9b9f088d6dbef5a84de59ca1
"Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức",7.5,"Nhà hẻm, ngõ",73.0,3.0,,,,,Sổ hồng,1d7a69a6e71b7a50d4a4078903fc4d8b
"Phường 5, Quận 8",8.0,"Nhà hẻm, ngõ",69.0,4.0,4.0,4.0,Tây,Tây,Sổ hồng,199a87515026bb620f767d4b072eb311
"Phường Bình Trị Đông, Quận Bình Tân",2.63,"Nhà hẻm, ngõ",40.0,2.0,1.0,,,,Sổ hồng,5c65ca91c8c9858cc658f287855b7dd8
"Phường Hiệp Tân, Quận Tân Phú",18.0,"Nhà hẻm, ngõ",156.0,33.0,33.0,,,,Sổ hồng,da7dfdf115d33a3efb10ceea25a8398d
"Phường 4, Quận 4",3.19,"Nhà hẻm, ngõ",64.0,,,,,,Sổ hồng,43d0579de9bf9c0c53896083526bc076
"Phường 15, Quận Phú Nhuận",9.5,"Nhà hẻm, ngõ",68.0,6.0,7.0,,,,Sổ hồng,67a7193a41930a0d0fc0e49a8daba790
"Phường 5, Quận 8",6.9,"Nhà hẻm, ngõ",60.0,5.0,6.0,4.0,,,Sổ hồng,29544d882ad7d4813cb93d3814d95c35
"Phường Tân Phú, TP. Thủ Đức - Quận 9",5.5,"Đất dự án, Khu dân cư",112.0,,,,Đông Nam,,Sổ hồng,c95032be70476887a42584ae0dc85e44
